comment,equipId,countAt,reset,grouping,shipNames,classNames,shipTypes,subEquipIds,subEquipCategories,subEquipIds2,subEquipCategories2,firepower,bombing,torpedo,antiair,ASW,evasion,LoS,armor,accuracy,range,lastModified,subEquipLevel,subEquipLevel2
艦偵共通,54|151|273,1,,1,,改伊勢型,軽空母|正規空母|装甲空母,,,,,0|0|0|0|1|1|1|1|1|1|2,,0,0,0,0,0|0|1|1|1|1|2|2|2|2|3,0,0,0,2021/08/05
SKレーダー,278,1,,,,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,1|1|1|1|1|1|2|2|3|3|3,,3|3|3|3|3|3|3|4|4|4|4,1,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/20
,278,1,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,1|1|1|1|1|1|1|2|2|2|2,,2|2|2|2|2|2|2|2|3|3|3,,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/20
,278,1,,,,Perth級,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,1|1|1|1|1|1|1|2|2|2|2,,1|1|1|1|1|1|1|1|2|2|2,,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/20
SK+SGレーダー,279,1,,,,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級,,,,,,2|2|2|2|2|2|2|2|2|2|3,,,2|2|2|2|2|2|2|2|3|3|3,,3|3|3|3|3|3|3|4|4|4|4,2,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/20
,279,1,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,1|1|1|1|1|1|1|1|1|1|2,,,1|1|1|1|1|1|1|1|2|2|2,,2,1,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/20
,279,1,,,,Perth級,,,,,,1|1|1|1|1|1|1|1|1|1|2,,,1|1|1|1|1|1|1|1|2|2|2,,1,,,0|0|0|0|0|0|0|0|0|1|1,,2026/07/20
130mm B-13連装砲,282,*,,,Киров|Киров改,Гангут級|Ташкент級,,,,,,2,,,,,,,1,,,2026/07/20
,282,*,,,Верный,,,,,,,2,,,,,,,1,,,2026/07/20
,282,*,,,夕張|夕張改|夕張改二|夕張改二特|夕張改二丁,,,,,,,2,,,,,,,1,,,2026/07/20
533mm 三連装魚雷,283,*,,,Киров|Киров改,Гангут級|Ташкент級,,,,,,1,,6,,,,,1,,,2026/07/20
,283,*,,,Верный,,,,,,,1,,6,,,,,1,,,2026/07/20
61cm三連装(酸素)魚雷後期型,285,1,,,Верный|綾波改二|初春改二|潮改二|初霜改二|叢雲改二|吹雪改二|暁改二|敷波改二|浦波改二|曙改二|磯波改二|天霧改二|天霧改二丁|深雪改二|白雪改二|初雪改二|吹雪改三|吹雪改三護(六式),,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2|2|2|2|2|2|2|2|2|2|3,,,1,,,,,2026/07/20
,285,2,,,Верный|綾波改二|初春改二|潮改二|初霜改二|叢雲改二|吹雪改二|暁改二|敷波改二|浦波改二|曙改二|磯波改二|天霧改二|天霧改二丁|深雪改二|白雪改二|初雪改二|吹雪改三|吹雪改三護(六式),,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2,,,1,,,,,2026/07/20
,285,3,,,Верный|綾波改二|初春改二|潮改二|初霜改二|叢雲改二|吹雪改二|暁改二|敷波改二|浦波改二|曙改二|磯波改二|天霧改二|天霧改二丁|深雪改二|白雪改二|初雪改二|吹雪改三|吹雪改三護(六式),,,,,,,,,0|0|0|0|0|0|0|0|0|0|3,,,,,,,,2026/07/20
,285,2,,,天霧改二,,,,,,,,,2,,,,,,,,2026/07/20
,285,3,,,天霧改二,,,,,,,,,2,,,,,,,,2026/07/20
,285,2,,,天霧改二丁|深雪改二,,,,,,,,,1,,,,,,,,2026/07/20
,285,3,,,天霧改二丁|深雪改二,,,,,,,,,1,,,,,,,,2026/07/20
三式爆雷投射機 集中配備,287,*,,,五十鈴改二|那珂改二|由良改二|夕張改二丁|雪風改二,,,,,,,,,,,1,1,,,,,2026/07/20
,287,*,,,能代改二|時雨改三,,,,,,,,,,,3,,,,,,2026/07/20
試製15cm9連装対潜噴進砲,288,*,,,*,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/20
,288,*,,,五十鈴改二|那珂改二|由良改二|雪風改二,,,,,,,,,,,2,1,,,,,2026/07/20
,288,*,,,夕張改二丁,,,,,,,1,,,,3|3|3|3|3|3|3|3|3|3|5,2,,,,,2026/07/20
,288,*,,,能代改二|時雨改三|吹雪改三護(六式),,,,,,,,,,,4,1,,,,,2026/07/20
,288,*,,,五十鈴改二|那珂改二|由良改二|夕張改二丁|雪風改二|能代改二|時雨改三|吹雪改三護(六式),,,,,,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,,,2026/07/20
,288,*,,,五十鈴改二|那珂改二|由良改二|雪風改二|能代改二|時雨改三|吹雪改三護(六式),,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,,,,2026/07/20
35.6cm三連装砲改(ダズル迷彩仕様),289,*,,,金剛改二|金剛改二丙,,,,,,,2,,,1,,,,,,,2026/07/20
,289,*,,,比叡改二|霧島改二|比叡改二丙|霧島改二丙,,,,,,,1,,,,,,,,,,2026/07/20
,289,*,,,榛名改二|榛名改二乙|榛名改二丙,,,,,,,2|2|2|2|2|3|3|3|3|4|4,,,2|2|2|3|3|3|3|3|4|4|4,,2|3|3|3|3|3|3|4|4|4|5,,,,,2026/07/20
,289,1,,,金剛改二|榛名改二|金剛改二丙|榛名改二乙|榛名改二丙,,,,水上電探,,,2,,,,,2,,,,,2026/07/20
,289,*,,,金剛改二丙,,,,,,,0|0|0|0|0|0|0|0|1|1|1,,,0|0|0|0|1|1|1|1|1|1|1,,0|0|0|0|0|0|1|1|1|1|2,,,,,2026/07/20
,289,*,,,金剛改二|比叡改二|霧島改二|比叡改二丙|霧島改二丙,,,,,,,0|0|0|0|0|0|0|0|0|1|1,,,0|0|0|0|0|0|0|1|1|1|1,,0|0|0|0|0|0|0|0|0|0|1,,,,,2026/07/20
41cm三連装砲改二,290,*,,,伊勢改二|日向改二,,,,,,,3,,,2,,1,,,3,,2026/07/20
,290,*,,,日向改二,,,,,,,,,,,,1,,,,,2026/07/20
,290,*,,,伊勢改|日向改,,,,,,,2,,,2,,1,,,,,2026/07/20
,290,1,,,伊勢改|日向改|伊勢改二|日向改二,,,,対空電探,,,,,,2,,3,,,,,2026/07/20
,290,*,,,扶桑改二|山城改二,,,,,,,1,,,,,,,,,,2026/07/20
彗星二二型(六三四空),291,*,,,伊勢改二|日向改二,,,,,,,6,,,,,1,,,,,2026/07/20
,291,*,,,*,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,,0|0|0|0|0|0|1|1|1|1|1,,0|0|0|0|0|0|0|0|1|1|1,,,0|0|0|0|1|1|1|1|1|1|1,,2026/07/20
彗星二二型(六三四空/熟練),292,*,,,伊勢改二|日向改二,,,,,,,8,,,1,,2,,,,,2026/07/20
12.7cm連装砲B型改四(戦時改修)+高射装置,296,*,,,,綾波型|暁型|初春型,,,,,,1,,,,,,,,,,2026/07/20
,296,1,,,,綾波型|暁型|初春型,,,水上電探,,,1,,2,,,2,,,,,2026/07/20
,296,1,,,,綾波型|暁型|初春型,,,対空電探,,,,,,5,,,,,,,2026/07/20
,296,*,,,,初春型,,,,,,,,,,,1,,,,,2026/07/20
,296,*,,,,白露型|改白露型|改装白露型,,,,,,1,,,,,1,,,,,2026/07/20
,296,1,,,,白露型|改白露型|改装白露型,,,水上電探,,,1,,3,,,2,,,,,2026/07/20
,296,1,,,,白露型|改白露型|改装白露型,,,対空電探,,,,,,6,,,,,,,2026/07/20
,296,*,,,時雨改二|時雨改三,,,,,,,1,,,1,,,,,,,2026/07/20
,296,*,,,夕立改二,,,,,,,1,,1,,,,,,,,2026/07/20
,296,*,,,白露改|村雨改|江風改二|海風改二|山風改二|山風改二丁,,,,,,,,,,,,1,,,,,2026/07/20
,296,*,,,白露改二,,,,,,,1,,,,,1,,,,,2026/07/20
,296,*,,,村雨改二|春雨改二,,,,,,,,,,1,,1,,,,,2026/07/20
,296,*,,,敷波改二,,,,,,,2,,1,,,,,,,,2026/07/20
,296,1,,,,綾波型|暁型|初春型,,125|285,,,,1,,3,,,,,,,,2026/07/20
,296,1,,,,白露型|改白露型|改装白露型,,15|286,,,,1,,3,,,,,,,,2026/07/20
,296,*,,,天霧改二|天霧改二丁,,,,,,,3,,,,,,,,,,2026/07/20
12.7cm連装砲A型,297,*,,,,吹雪型,,,,,,,,,,,2,,,,,2026/07/20
,297,*,,,,綾波型|暁型,,,,,,,,,,,1,,,,,2026/07/20
16inch Mk.I三連装砲:298/16inch Mk.I三連装砲+AFCT改:299/16inch Mk.I三連装砲改+FCR type284:300,298|299|300,*,,1,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,2,,,,,,,1,,,2026/07/20
,298|299|300,*,,1,,Queen Elizabeth級,,,,,,,,,,,-2,,,,,2026/07/20
,298|299|300,*,,1,金剛改二|比叡改二|榛名改二|霧島改二,,,,,,,1,,,,,-3,,1,,,2026/07/20
,298|299|300,*,,1,金剛改二丙|比叡改二丙|霧島改二丙,,,,,,,2,,,,,-2,,1,,,2026/07/20
,298|299|300,*,,1,榛名改二乙|榛名改二丙,,,,,,,1,,,,,-1,,1,,,2026/07/20
20連装7inch UP Rocket Launchers,301,*,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,,,,2,,1,,1,,,2026/07/20
九七式艦攻(九三一空/熟練),302,*,,,,大鷹型,,,,,,,,,,1,1,,,,,2026/07/20
Bofors15.2cm連装砲 Model1930,303,*,,,,球磨型|改装球磨型|川内型|長良型|阿賀野型|改阿賀野型,,,,,,1,,,1,,,,,,,2026/07/20
,303,*,,,,Gotland級,,,,,,1,,,2,,1,,,,,2026/07/20
S9 Osprey,304,*,,,,球磨型|改装球磨型|川内型|長良型|阿賀野型|改阿賀野型,,,,,,1,,,,1,1,,,,,2026/07/20
,304,*,,,,Gotland級,,,,,,1,,,,2,2,,,,,2026/07/20
Ju87C改二(KMX搭載機):305/Ju87C改二(KMX搭載機/熟練):306,305|306,*,,1,,大鷹型,,,,,,,,,,1,1,,,,,2026/07/20
,305|306,*,,1,神鷹|神鷹改|神鷹改二,,,,,,,,,,,2,1,,,,,2026/07/20
,305|306,*,,1,Graf Zeppelin|Graf Zeppelin改|Aquila|Aquila改,,,,,,,1,,,,,1,,,,,2026/07/20
14cm連装砲改:310/14cm連装砲改二:518,310|518,*,,1,,夕張型,,,,,,2|2|2|2|2|2|2|2|2|2|4,,,1,,1,,,,,2026/07/20
,310|518,*,,1,,香取型,,,,,,2|2|2|2|2|2|2|2|2|2|4,,,,,1|1|1|1|1|1|1|1|1|1|3,,,,,2026/07/20
,310|518,*,,1,,日進型,,,,,,3|3|3|3|3|3|3|3|3|3|4,,2|2|2|2|2|2|2|2|2|2|3,1,,1,,,,,2026/07/20
,310|518,*,,1,夕張改二|夕張改二特|夕張改二丁,,,,,,,2|2|2|2|2|2|2|3|3|3|3,,0|0|0|0|0|0|0|1|1|1|1,,1,1,,,,,2026/07/20
,310|518,1,,1,夕張改二|夕張改二特|夕張改二丁,,,,水上電探,,,3,,2,,,2,,,,,2026/07/20
14cm連装砲改二,518,*,,,,夕張型|香取型,,,,,,1,,,1,1,1,,,,,2026/07/20
,518,*,,,,,水上機母艦,,,,,1,,1,,,1,,,,,2026/07/20
,518,*,,,夕張改二|夕張改二特|夕張改二丁,,,,,,,1,,,,,,,,,,2026/07/20
,518,*,,,夕張改二|夕張改二丁,,,,,,,,,,1,,,,,,,2026/07/20
,518,*,,,夕張改二丁,,,,,,,,,,,2,,,,,,2026/07/20
5inch単装砲 Mk.30改,313,*,,,,John C.Butler級|Fletcher級,,,,,,2,,,2,,1,,1,,,2026/07/20
,313,*,,,丹陽|雪風改二|吹雪改三護(六式),,,,,,,2,,,2,,1,,1,,,2026/07/20
,313,*,,,Fletcher Mk.II|吹雪改三護(六式),,,,,,,1|1|2|2|2|2|2|2|2|2|3,,,1|1|1|1|2|2|2|2|3|3|3,,,,,1|1|1|1|1|1|2|2|2|2|2,,2026/07/20
533mm五連装魚雷(初期型),314,*,,,,John C.Butler級|Fletcher級,,,,,,1,,3,,,,,,,,2026/07/20
Re.2001 CB改,316,*,,,,Aquila級,,,,,,4,,,1,,1,,,,,2026/07/20
三式弾改,317,1,,,,金剛型|改金剛型,,,,,,2,,,1,,,,,0|0|0|0|0|0|0|0|1|1|1,,2026/07/20
,317,1,,,,伊勢型|改伊勢型,,,,,,1,,,1,,1,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/20
,317,1,,,金剛改二|金剛改二丙|比叡改二丙,,,,,,,2,,,2,,,,,,,2026/07/20
,317,1,,,比叡改二,,,,,,,1,,,1,,,,,,,2026/07/20
,317,1,,,榛名改二,,,,,,,1,,,1,,1,,,,,2026/07/20
,317,1,,,榛名改二乙,,,,,,,1,,,3,,2,,,,,2026/07/20
,317,1,,,榛名改二丙,,,,,,,2,,,2,,1,,,,,2026/07/20
,317,1,,,霧島改二|霧島改二丙,,,,,,,2,,,1,,,,,,,2026/07/20
,317,1,,,長門改二,,,,,,,1,,,2,,,,,,,2026/07/20
,317,1,,,陸奥改二,,,,,,,2,,,2,,1,,,,,2026/07/20
彗星一二型(六三四空/三号爆弾搭載機),319,*,,,伊勢改二|日向改二,,,,,,,7,,,3,,2,,,,,2026/07/20
彗星一二型(三一号光電管爆弾搭載機),320,*,,,伊勢改二,,,,,,,2,,,,,,,,,,2026/07/20
,320,*,,,飛龍改二|蒼龍改二|飛龍改三,,,,,,,3,,,,,,,,,,2026/07/20
,320,*,,,鈴谷航改二|熊野航改二|日向改二,,,,,,,4,,,,,,,,,,2026/07/20
瑞雲改二(六三四空),322,*,,,伊勢改二|日向改二,,,,,,,5,,,2,1,2,,,,,2026/07/20
瑞雲改二(六三四空/熟練),323,*,,,伊勢改二|日向改二,,,,,,,6,,,3,2,3,,,,,2026/07/20
オ号観測機改:324/オ号観測機改二:325,324|325,*,,1,日向改二|加賀改二護,,,,,,,2,,,,3,1,,,,,2026/07/20
,324|325,*,,1,伊勢改二,,,,,,,1,,,,2,1,,,,,2026/07/20
S-51J,326,*,,,加賀改二護,,,,,,,3,,,,5,3,,,,,2026/07/20
,326,*,,,日向改二,,,,,,,3,,,,4,2,,,,,2026/07/20
,326,*,,,伊勢改二,,,,,,,1,,,,3,1,,,,,2026/07/20
S-51J改,327,*,,,加賀改二護,,,,,,,5,,,,6,4,,,,,2026/07/20
,327,*,,,日向改二,,,,,,,4,,,,5,2,,,,,2026/07/20
,327,*,,,伊勢改二,,,,,,,2,,,,4,1,,,,,2026/07/20
35.6cm連装砲改,328,*,,,金剛|金剛改|金剛改二|金剛改二丙|榛名|榛名改|榛名改二|榛名改二乙|榛名改二丙|霧島|霧島改|霧島改二|霧島改二丙|比叡|比叡改|比叡改二|比叡改二丙,,,,,,,1,,,,,1,,,,,2026/07/20
,328,*,,,金剛改二|比叡改二|榛名改二|霧島改二|金剛改|比叡改|榛名改|霧島改,,,,,,,1,,,,,,,,,,2026/07/20
,328,*,,,金剛改二丙,,,,,,,2,,1,,,,,,,,2026/07/20
,328,*,,,比叡改二丙|霧島改二丙|榛名改二丙,,,,,,,2,,,1,,,,,,,2026/07/20
,328,*,,,榛名改二乙,,,,,,,1,,,2,,,,,,,2026/07/20
,328,*,,,扶桑|扶桑改|扶桑改二|山城|山城改|山城改二|伊勢|伊勢改|伊勢改二|日向|日向改|日向改二,,,,,,,1,,,,,,,,,,2026/07/20
35.6cm連装砲改二,329,*,,,金剛|金剛改|金剛改二|金剛改二丙|榛名|榛名改|榛名改二|榛名改二乙|榛名改二丙|霧島|霧島改|霧島改二|霧島改二丙|比叡|比叡改|比叡改二|比叡改二丙,,,,,,,1,,,,,1,,,,,2026/07/20
,329,*,,,金剛改|比叡改|榛名改|霧島改,,,,,,,1,,,,,,,,,,2026/07/20
,329,*,,,金剛改二|比叡改二|榛名改二|霧島改二,,,,,,,2,,,1,,,,,,,2026/07/20
,329,*,,,金剛改二丙|比叡改二丙|榛名改二丙,,,,,,,3,,2,1,,,,,,,2026/07/20
,329,*,,,榛名改二乙,,,,,,,2,,1,3,,,,,,,2026/07/20
,329,*,,,霧島改二丙,,,,,,,4,,1,1,,,,,,,2026/07/20
,329,*,,,扶桑|扶桑改|扶桑改二|山城|山城改|山城改二|伊勢|伊勢改|伊勢改二|日向|日向改|日向改二,,,,,,,1,,,,,,,,,,2026/07/20
16inch Mk.I連装砲,330,*,,,,Colorado級,,,,,,1,,,,,,,,,,2026/07/20
,330,*,,,,長門型|Nelson級,,,,,,1,,,,,,,,,,2026/07/20
,330,*,,,長門改二|陸奥改二|Nelson改,,,,,,,1,,,,,,,,,,2026/07/20
16inch Mk.V連装砲,331,*,,,,Colorado級,,,,,,1,,,,,,,,,,2026/07/20
,331,*,,,Maryland改|Colorado改,,,,,,,1,,,,,1,,,,,2026/07/20
,331,*,,,,長門型|Nelson級,,,,,,1,,,,,,,,,,2026/07/20
,331,*,,,長門改二|陸奥改二|Nelson改,,,,,,,1,,,,,,,,,,2026/07/20
16inch Mk.VIII連装砲改,332,*,,,,Colorado級,,,,,,1,,,,,,,,,,2026/07/20
,332,*,,,Maryland改|Colorado改,,,,,,,1,,,1,,1,,,,,2026/07/20
,332,*,,,,長門型|Nelson級,,,,,,1,,,,,,,,,,2026/07/20
,332,*,,,長門改二|陸奥改二|Nelson改,,,,,,,1,,,,,,,,,,2026/07/20
烈風改(試製艦載型),335,*,,,赤城改|加賀改,,,,,,,,,,1,,1,,,,,2026/07/20
,335,*,,,赤城改二|赤城改二戊|加賀改二戊|加賀改二護|加賀改二,,,,,,,,,,2,,1,,,,,2026/07/20
烈風改二,336,*,,,赤城改|加賀改,,,,,,,1,,,1,,1,,,,,2026/07/20
,336,*,,,赤城改二|赤城改二戊|加賀改二戊|加賀改二護|加賀改二,,,,,,,1,,,2,,1,,,,,2026/07/20
烈風改二(一航戦/熟練),337,*,,,赤城改|加賀改,,,,,,,1,,,1,,1,,,,,2026/07/20
,337,*,,,赤城改二|赤城改二戊|加賀改二戊|加賀改二護|加賀改二,,,,,,,2,,,2,,1,,,,,2026/07/20
烈風改二戊型,338,*,,,赤城改|加賀改,,,,,,,1,,,1,,2,,,,,2026/07/20
,338,*,,,赤城改二|加賀改二護|加賀改二,,,,,,,1,,,2,,3,,,,,2026/07/20
,338,*,,,赤城改二戊|加賀改二戊,,,,,,,4,,,3,,4,,,,,2026/07/20
烈風改二戊型(一航戦/熟練),339,*,,,赤城改|加賀改,,,,,,,1,,,2,,2,,,,,2026/07/20
,339,*,,,赤城改二|加賀改二護|加賀改二,,,,,,,1,,,3,,4,,,,,2026/07/20
,339,*,,,赤城改二戊|加賀改二戊,,,,,,,6,,,4,,5,,,,,2026/07/20
152mm/55 三連装速射砲,340,*,,,,L.d.S.D.d.Abruzzi級,,,,,,1,,,1,,1,,,,,2026/07/20
152mm/55 三連装速射砲改,341,*,,,,L.d.S.D.d.Abruzzi級,,,,,,2,,,1,,1,,,,,2026/07/20
,341,*,,,Gotland|Gotland改|Gotland andra,,,,,,,1,,,1,,1,,,,,2026/07/20
,341,*,,,*,,,,,,,,,,,,,,,0|0|0|0|0|0|0|0|0|0|1,,2026/07/20
流星改(一航戦),342,*,,,赤城改|加賀改|翔鶴改二|瑞鶴改二|翔鶴改二甲|瑞鶴改二甲|飛龍改三,,,,,,,1,,,,,,,,,,2026/07/20
,342,*,,,赤城改二|加賀改二護|加賀改二,,,,,,,2,,,1,,1,,,,,2026/07/20
,342,*,,,赤城改二戊|加賀改二戊,,,,,,,3,,,2,,2,,,,,2026/07/20
流星改(一航戦/熟練),343,*,,,赤城改|加賀改,,,,,,,2,,,,,,,,,,2026/07/20
,343,*,,,翔鶴改二|瑞鶴改二|翔鶴改二甲|瑞鶴改二甲|飛龍改三,,,,,,,1,,,,,,,,,,2026/07/20
,343,*,,,赤城改二|加賀改二護|加賀改二,,,,,,,3,,,2,,1,,,,,2026/07/20
,343,*,,,赤城改二戊|加賀改二戊,,,,,,,5,,,3,,3,,,,,2026/07/20
九七式艦攻改 試製三号戊型(空六号電探改装備機),344,*,,,赤城改二戊|加賀改二戊,,,,,,,3,,,,,,,,,,2026/07/20
,344,*,,,瑞鳳改二|瑞鳳改二乙,,,,,,,2,,,,2,,,,,,2026/07/20
,344,*,,,龍鳳改,,,,,,,4,,,,1,,,,,,2026/07/20
,344,*,,,祥鳳改,,,,,,,2,,,,1,,,,,,2026/07/20
,344,*,,,龍鳳改二,,,,,,,4,,,,2,,,,,,2026/07/20
,344,*,,,龍鳳改二戊,,,,,,,5,,,,2,,,,,,2026/07/20
九七式艦攻改(熟練) 試製三号戊型(空六号電探改装備機),345,*,,,赤城改二戊|加賀改二戊,,,,,,,3,,,,,1,,,,,2026/07/20
,345,*,,,瑞鳳改二|瑞鳳改二乙,,,,,,,3,,,,2,2,,,,,2026/07/20
,345,*,,,龍鳳改,,,,,,,5,,,,1,2,,,,,2026/07/20
,345,*,,,祥鳳改,,,,,,,3,,,,1,1,,,,,2026/07/20
,345,*,,,龍鳳改二,,,,,,,4,,,,2,2,,,,,2026/07/20
,345,*,,,龍鳳改二戊,,,,,,,5,,,,2,3,,,,,2026/07/20
8inch三連装砲 Mk.9:356/8inch三連装砲 Mk.9 mod.2:357,356|357,*,,1,,Northampton級,,,,,,2,,,,,,,,,,2026/07/20
,356|357,*,,1,,最上型,,,,,,1,,,,,,,,,,2026/07/20
5inch 単装高角砲群,358,*,,,,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級,,,,,,1,,,1,,1,,,,,2026/07/20
,358,*,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,1,,,1,,1,,,,,2026/07/20
,358,*,,,,Northampton級,,,,,,1,,,2,,2,,,,,2026/07/20
6inch連装速射砲 Mk.XXI,359,*,,,Perth|Perth改,,,,,,,2,,,2,,1,,,,,2026/07/20
,359,*,,,夕張|夕張改|夕張改二|夕張改二特|夕張改二丁,,,,,,,1,,,1,,1,,,,,2026/07/20
,359,*,,,夕張改二|夕張改二特|夕張改二丁,,,,,,,1,,,1,,,,,,,2026/07/20
Bofors 15cm連装速射砲 Mk.9 Model 1938:360/Bofors 15cm連装速射砲 Mk.9改+単装速射砲 Mk.10改 Model 1938:361,360|361,*,,1,De Ruyter|De Ruyter改,,,,,,,2,,,2,,1,,,,,2026/07/20
,360|361,*,,1,Gotland|Gotland改|Gotland andra,,,,,,,2,,,1,,1,,,,,2026/07/20
,360|361,*,,1,,阿賀野型|改阿賀野型,,,,,,1,,,1,,,,,,,2026/07/20
5inch連装両用砲(集中配備):362/GFCS Mk.37+5inch連装両用砲(集中配備):363,362|363,*,,1,,Atlanta級,,,,,,1,,,2,,1,,,,,2026/07/20
,362|363,*,,1,,天龍型|夕張型,,,,,,-3,,,-3,,-8,,,,,2026/07/20
,362|363,*,,1,,球磨型|改装球磨型|川内型|長良型,,,,,,-3,,,-2,,-6,,,,,2026/07/20
,362|363,*,,1,,香取型|Gotland級,,,,,,-2,,,-1,,-4,,,,,2026/07/20
,362|363,*,,1,,阿賀野型|改阿賀野型|大淀型|De Ruyter級,,,,,,,,,-1,,-2,,,,,2026/07/20
,362|363,*,,1,,Iowa級|Lexington級|Casablanca級|Essex級|John C.Butler級|Fletcher級|Colorado級|Northampton級|Atlanta級|South Dakota級|Yorktown級|St. Louis級|North Carolina級|Brooklyn級|Gato級|Independence級|Ranger級|New Orleans級|Salmon級|Nevada級,,,,,,,,,1,,1,,,,,2026/07/20
甲標的 丁型改(蛟龍改),364,*,,,大井改二|北上改二|最上改二特|三隈改二特|日進甲|夕張改二特|球磨改二丁|矢矧改二乙,,,,,,,1,,1,,,5,,,,,2026/07/20
,364,*,,,北上改二,,,,,,,,,1,,,,,,,,2026/07/20
,364,*,,,三隈改二特,,,,,,,,,2,,,,,,,,2026/07/20
,364,*,,,夕張改二特,,,,,,,1,,3,,,,,,,,2026/07/20
,364,*,,,*,,,,,,,-1,,,,,-7,,,,,2026/07/20
一式徹甲弾改,365,1,,,,伊勢型|改伊勢型|金剛型|改金剛型|長門型|扶桑型|大和型|改大和型,,,,,,1,,,,,,,,,,2026/07/20
,365,1,,,大和改|武蔵改|長門改二|武蔵改二|陸奥改二|榛名改二乙|大和改二|大和改二重,,,,,,,1,,,,,,,,,,2026/07/20
,365,1,,,金剛改二丙|比叡改二丙|霧島改二丙|榛名改二丙,,,,,,,2,,,,,,,,,,2026/07/20
Swordfish(水上機型),367,*,,,Gotland|Gotland改|Gotland andra,,,,,,,2,,,,1,1,1,,,,2026/07/20
,367,*,,,,C.Teste級,,,,,,1,,,,1,1,1,,,,2026/07/20
,367,*,,,,瑞穂型|神威型,,,,,,1,,,,,1,1,,,,2026/07/20
,367,*,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,2,,,,,2,2,,,,2026/07/20
Swordfish Mk.III改(水上機型),368,*,,,Gotland|Gotland改|Gotland andra,,,,,,,4,,,,3,2,3,,,,2026/07/20
,368,1,,,Gotland andra,,,,,,,2,,2,,,1,1,,,,2026/07/20
,368,*,,,,C.Teste級,,,,,,2,,,,3,1,2,,,,2026/07/20
,368,*,,,,瑞穂型|神威型,,,,,,1,,,,2,1,2,,,,2026/07/20
,368,*,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,2,,,,2,2,2,,,,2026/07/20
Swordfish Mk.III改(水上機型/熟練),369,*,,,Gotland|Gotland改|Gotland andra,,,,,,,5,,,,4,4,3,,,,2026/07/20
,369,1,,,Gotland andra,,,,,,,3,,3,,,2,2,,,,2026/07/20
,369,*,,,,C.Teste級,,,,,,3,,,,3,2,3,,,,2026/07/20
,369,*,,,,瑞穂型|神威型,,,,,,2,,,,2,1,2,,,,2026/07/20
,369,*,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,2,,,,2,2,2,,,,2026/07/20
Swordfish Mk.II改(水偵型),370,*,,,Gotland|Gotland改|Gotland andra,,,,,,,1,,,,3,1,2,,,,2026/07/20
,370,*,,,,C.Teste級,,,,,,1,,,,3,1,1,,,,2026/07/20
,370,*,,,,瑞穂型|神威型,,,,,,1,,,,2,1,1,,,,2026/07/20
,370,*,,,Glorious改|Glorious,Queen Elizabeth級|Ark Royal級|J級|Nelson級|Town級|Illustrious級,,,,,,2,,,,3,2,2,,,,2026/07/20
,370,1,,,Warspite|Warspite改,,,,,,,4,,,,,1,1,,,,2026/07/20
